0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.269314621768208862e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.328897099119756064e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.061758607723839232e-01 0.000000000000000000e+00 2.132602601920978169e-01 1.830057906567806036e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.042950195785872558e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.578713181536399723e-01 1.393270014229451292e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.295539283391043961e-01 0.000000000000000000e+00 2.066477664172870210e-01
0.000000000000000000e+00 2.107316936280254072e-01 0.000000000000000000e+00 1.956219915665560749e-01 2.035203916820688685e-01 2.234809880126970016e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.166909167915519463e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.653591820850165428e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.105481110855980387e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.323542134017724525e-01 0.000000000000000000e+00 1.980812939700735686e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.394424951349535202e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.035505024438371280e-01 0.000000000000000000e+00 2.452098857166283841e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.326355124215424230e-01 0.000000000000000000e+00 1.368846285293510157e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.138175457076300634e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.756079755326298564e-01 1.931857442352237775e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.301544613684898766e-01 0.000000000000000000e+00 1.658713271478482743e-01 0.000000000000000000e+00
2.063569540240492439e-01 0.000000000000000000e+00 1.263745027155710465e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.445960871746735987e-01 0.000000000000000000e+00 2.289242563920754481e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.326279688887068486e-01 0.000000000000000000e+00 2.160470634625270003e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.841911919528754771e-01 1.759762120015565534e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.791315489219846568e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.298727068283765107e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.409869769158807795e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.609348250656982005e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.588840314591963010e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.206581155667769467e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.951769540362596200e-01 0.000000000000000000e+00 0.000000000000000000e+00
